name	@lat	@lon
Pasternik	50.1004478	19.8665955
Pasternik	50.0996610	19.8673461
Pasternik	50.1001210	19.8669429
Pasternik	50.1008823	19.8660258
Pasternik	50.1013809	19.8652597
Księcia Józefa	50.0466196	19.8665126
Księcia Józefa	50.0458467	19.8606709
Księcia Józefa	50.0451080	19.8593559
Lilli Wenedy	50.0186035	20.0035676
Lilli Wenedy	50.0190354	20.0063355
Piaszczysta	50.0980848	19.9267940
Piasta Kołodzieja	50.1039932	20.0121522
Powstańców	50.1045055	20.0209463
Lilli Wenedy	50.0198271	20.0056861
Ptasia	50.0774980	19.9666279
Ptasia	50.0778445	19.9673541
Młyńska	50.0832906	19.9706325
Klasztorna	50.0639165	20.0521150
Klasztorna	50.0632781	20.0518675
Odmętowa	50.0614821	20.0476764
Zakarnie	50.0561788	20.0626492
Longinusa Podbipięty	50.0568298	20.0715631
Longinusa Podbipięty	50.0548979	20.0660394
Powiatowa	50.0619094	20.0705261
Ostrów	50.0567528	20.1149663
Torfowa	50.0175532	19.9088688
Izydora Stella-Sawickiego	50.0783151	20.0006972
Izydora Stella-Sawickiego	50.0768177	20.0014373
Izydora Stella-Sawickiego	50.0835442	19.9995032
Izydora Stella-Sawickiego	50.0793099	19.9995059
Izydora Stella-Sawickiego	50.0779573	20.0005492
Izydora Stella-Sawickiego	50.0869540	20.0015540
Romana Florera	50.0852067	19.9983528
Romana Florera	50.0847854	19.9993647
Aleja Pokoju	50.0643713	19.9908673
Aleja Pokoju	50.0652705	19.9957169
Aleja Pokoju	50.0637856	19.9872583
Aleja Pokoju	50.0638139	19.9874368
Aleja Pokoju	50.0643024	19.9885329
Aleja Pokoju	50.0649614	19.9939050
Aleja Pokoju	50.0645495	19.9916599
Aleja Pokoju	50.0644484	19.9893869
Aleja Pokoju	50.0642447	19.9902615
Aleja Pokoju	50.0653688	19.9962744
Aleja Pokoju	50.0642145	19.9880845
Aleja Pokoju	50.0658276	19.9976640
Aleja Pokoju	50.0646369	19.9906636
Aleja Pokoju	50.0638527	19.9877274
Aleja Pokoju	50.0637336	19.9869364
Aleja Pokoju	50.0636715	19.9865023
Aleja Pokoju	50.0608233	19.9791432
Aleja Pokoju	50.0633321	19.9849838
Aleja Pokoju	50.0635350	19.9858136
Aleja Pokoju	50.0599586	19.9718405
Aleja Pokoju	50.0601865	19.9706263
Nowohucka	50.0572921	20.0016597
Saska	50.0486997	19.9821471
Kwartowa	50.0924806	19.9791054
Kwartowa	50.0934996	19.9806039
Izydora Stella-Sawickiego	50.0755450	20.0029169
Lublańska	50.0859545	19.9558343
Podkamyk	50.0861418	19.8298970
Józefa Becka	50.0776616	19.8508996
Generała Stefana Grota-Roweckiego	50.0306019	19.9149738
Doktora Józefa Babińskiego	50.0064658	19.8748482
Skotnicka	50.0061347	19.8731535
Karola Bunscha	50.0164382	19.8870017
Czerwone Maki	50.0173979	19.8876618
Josepha Conrada	50.0892826	19.9032254
Josepha Conrada	50.0886865	19.9004495
Josepha Conrada	50.0885604	19.8996378
Josepha Conrada	50.0889867	19.9014176
Josepha Conrada	50.0891777	19.9034958
Josepha Conrada	50.0891560	19.9024067
Josepha Conrada	50.0889359	19.9019886
Josepha Conrada	50.0885404	19.8986390
Josepha Conrada	50.0887868	19.9002061
Leśna	49.9731474	19.8658290
Janusza Meissnera	50.0726930	19.9811556
Janusza Meissnera	50.0718807	19.9825701
Marii Dąbrowskiej	50.0776153	20.0142611
Młyńska	50.0811039	19.9728475
Młyńska	50.0821418	19.9718131
Pilotów	50.0801234	19.9729644
Franciszka Bohomolca	50.0933892	19.9877410
Franciszka Bohomolca	50.0921852	19.9879242
Franciszka Bohomolca	50.0928179	19.9877685
Franciszka Bohomolca	50.0929998	19.9878674
Franciszka Bohomolca	50.0943804	19.9879295
Księdza Kazimierza Jancarza	50.0955309	19.9934565
Księdza Kazimierza Jancarza	50.0955132	19.9944431
Czeladnicza	50.0799991	19.9069821
Bartosza Głowackiego	50.0772044	19.9048824
Wincentego Weryhy-Darowskiego	50.0860321	19.8467540
Do Groty	50.0397032	19.9043140
Dworska	50.0445744	19.9257810
Józefa Unruga	50.0166899	19.8689314
Józefa Unruga	50.0210208	19.8672527
Kobierzyńska	50.0350329	19.9259668
Komuny Paryskiej	50.0049307	19.8961546
Kozienicka	50.0061193	19.8550893
Stanisława Działowskiego	49.9972099	19.8784405
Spacerowa	50.0003194	19.8842662
Szwedzka	50.0448902	19.9261502
Słomiana	50.0411462	19.9242655
Wyłom	50.0385448	19.9156116
Twardowskiego	50.0445024	19.9246867
Tyniecka	50.0292816	19.8582263
Tyniecka	50.0372742	19.8969590
Tyniecka	50.0381449	19.8989157
Widłakowa	50.0376059	19.8777838
Winnicka	50.0235668	19.8651708
Winnicka	50.0221444	19.8669146
Profesora Wojciecha Marii Bartla	50.0001801	19.8992122
Laurowa	50.0193073	19.8660809
Marii Dąbrowskiej	50.0789269	20.0152087
Gabrieli Zapolskiej	50.0789999	19.8952112
Gustawa Herlinga-Grudzińskiego	50.0511532	19.9620251
Gustawa Herlinga-Grudzińskiego	50.0500512	19.9640939
Gustawa Herlinga-Grudzińskiego	50.0506391	19.9623069
Gustawa Herlinga-Grudzińskiego	50.0501617	19.9631548
Gustawa Herlinga-Grudzińskiego	50.0488576	19.9675780
Gustawa Herlinga-Grudzińskiego	50.0496487	19.9650063
Gustawa Herlinga-Grudzińskiego	50.0505282	19.9629876
Gęsia	50.0533476	19.9580489
Gęsia	50.0531550	19.9583612
Kotlarska	50.0552656	19.9594586
Kotlarska	50.0554692	19.9593741
Kotlarska	50.0549586	19.9595901
Marka Stachowskiego	50.0538091	19.9612764
Podgórska	50.0535790	19.9609984
Podgórska	50.0540629	19.9609745
Podgórska	50.0535376	19.9603563
Bolesława Chrobrego	50.0754718	19.9610133
Powstańców	50.1069437	20.0044578
Powstańców	50.1020657	19.9847870
Powstańców	50.1023247	19.9860798
Powstańców	50.0985237	19.9742264
Strzelców	50.0950721	19.9749218
Strzelców	50.0954354	19.9746054
Strzelców	50.0944310	19.9753434
Kornela Ujejskiego	50.0566585	19.9244119
Pejzażowa	50.0982208	19.8719883
Aleja 29 Listopada	50.0912442	19.9600638
Aleja 29 Listopada	50.0910523	19.9597603
Aleja 29 Listopada	50.0916347	19.9603338
Powstańców	50.0918183	19.9607064
Pasternik	50.1009733	19.8654521
Cypriana Kamila Norwida	50.0748253	19.9617068
Henryka Wieniawskiego	50.0806718	19.9668364
Fabryczna	50.0635465	19.9725522
Księcia Józefa	50.0477020	19.8911605
Księcia Józefa	50.0475948	19.8894625
Księcia Józefa	50.0433026	19.8489165
Księcia Józefa	50.0429277	19.8323768
Księcia Józefa	50.0462911	19.8749100
Księcia Józefa	50.0424820	19.8334913
Księcia Józefa	50.0420004	19.8134194
Tadeusza Kościuszki	50.0526866	19.9145286
Gabrieli Zapolskiej	50.0779486	19.8965998
Warszawska	50.0711926	19.9441112
Malachitowa	50.0190475	20.0538228
Długa	50.0725200	19.9358468
Długa	50.0723932	19.9356686
Jerzego Żuławskiego	50.0725662	19.9339092
Jerzego Żuławskiego	50.0729742	19.9333723
Kocmyrzowska	50.1065528	20.0755757
Kocmyrzowska	50.1052163	20.0738022
Kocmyrzowska	50.0906925	20.0575455
Kocmyrzowska	50.0927820	20.0611887
Mikołaja Gerlaha	50.1071414	20.0738760
Mikołaja Gerlaha	50.1063119	20.0749731
Kocmyrzowska	50.0836379	20.0350564
Kocmyrzowska	50.0871341	20.0477220
Kocmyrzowska	50.0824901	20.0329125
Kocmyrzowska	50.0831491	20.0341492
Kocmyrzowska	50.0879107	20.0513184
Aleja 29 Listopada	50.0974541	19.9621143
Aleja 29 Listopada	50.0976471	19.9621752
Aleja 29 Listopada	50.0979814	19.9622771
Aleja 29 Listopada	50.0970444	19.9619899
Aleja 29 Listopada	50.0987586	19.9626938
Aleja 29 Listopada	50.0947447	19.9612879
Aleja 29 Listopada	50.0972500	19.9620513
Aleja 29 Listopada	50.0967157	19.9618916
Aleja 29 Listopada	50.0922855	19.9605349
Aleja 29 Listopada	50.0961695	19.9617235
Aleja 29 Listopada	50.0936543	19.9609461
Dobrego Pasterza	50.0888779	19.9583313
Franciszka Bohomolca	50.0950948	19.9890179
Marchołta	50.0922782	19.9834777
Marchołta	50.0921945	19.9827853
Marchołta	50.0920191	19.9815600
Generała Leopolda Okulickiego	50.0932298	20.0297119
Generała Leopolda Okulickiego	50.0942067	20.0238177
Generała Leopolda Okulickiego	50.0935034	20.0262364
Generała Leopolda Okulickiego	50.0936678	20.0256051
Generała Leopolda Okulickiego	50.0932412	20.0277862
Generała Leopolda Okulickiego	50.0932099	20.0284404
Bulwarowa	50.0847425	20.0386897
Kocmyrzowska	50.0860584	20.0409035
Kocmyrzowska	50.0862178	20.0415548
Kocmyrzowska	50.0865010	20.0427754
Myślenicka	50.0003339	19.9448198
Myślenicka	50.0003858	19.9448801
Węzeł Łagiewnicki Adama Sapiehy	50.0010454	19.9422576
Węzeł Łagiewnicki Adama Sapiehy	50.0008445	19.9365607
Tadeusza Ważewskiego	49.9833258	19.9051760
Zakopiańska	49.9887635	19.9154300
Zakopiańska	49.9869051	19.9144763
Zakopiańska	49.9829228	19.9122299
Zakopiańska	49.9822243	19.9118738
Zakopiańska	49.9910707	19.9165774
Zakopiańska	49.9848770	19.9133370
Zakopiańska	50.0017136	19.9221552
Zakopiańska	49.9987039	19.9205713
Zakopiańska	50.0023489	19.9224891
Zakopiańska	49.9996651	19.9209729
Zakopiańska	50.0065908	19.9247553
Zakopiańska	49.9815100	19.9113609
Zakopiańska	49.9817735	19.9114987
Zakopiańska	49.9821343	19.9116837
Zakopiańska	49.9827988	19.9120082
Zakopiańska	49.9877913	19.9147435
Zakopiańska	49.9882671	19.9149898
Zakopiańska	49.9885250	19.9151253
Zakopiańska	49.9848778	19.9131669
Zakopiańska	49.9844150	19.9128774
Zakopiańska	49.9837111	19.9124679
Zakopiańska	50.0076241	19.9251534
Zakopiańska	50.0171744	19.9303594
Zakopiańska	50.0080468	19.9253782
Zakopiańska	50.0167395	19.9301267
Zakopiańska	50.0156902	19.9295798
Zakopiańska	50.0106212	19.9269114
Zakopiańska	50.0145105	19.9289530
Zakopiańska	50.0110851	19.9271653
Zakopiańska	49.9978770	19.9200962
Zakopiańska	50.0138543	19.9284771
Zakopiańska	50.0124204	19.9277197
Zakopiańska	50.0175476	19.9305816
Zakopiańska	50.0118285	19.9274070
Zakopiańska	50.0142062	19.9286665
Zakopiańska	50.0180381	19.9308632
Zakopiańska	50.0132979	19.9281929
Bolesława Chrobrego	50.0768304	19.9658473
Mieczysława Medweckiego	50.0753237	20.0167609
Mieczysława Medweckiego	50.0752548	20.0174662
Mieczysława Medweckiego	50.0750331	20.0183248
Jasna	50.0951607	19.9237816
Juranda ze Spychowa	50.0096112	19.8144241
Bagienna	50.0074994	19.8259028
Marii Dąbrowskiej	50.0781965	20.0148124
Marii Dąbrowskiej	50.0790642	20.0150077
Marii Dąbrowskiej	50.0741529	20.0126473
Marii Dąbrowskiej	50.0795055	20.0155032
Aleja generała Władysława Andersa	50.0858686	20.0142688
Aleja generała Władysława Andersa	50.0860932	20.0129043
Aleja generała Władysława Andersa	50.0868700	20.0083861
Astronomów	50.0539409	19.8392123
Astronomów	50.0538689	19.8338670
Malarz	50.0497907	19.8481729
Chodnik Malczewskiego	50.0503993	19.8496489
Praska	50.0496394	19.9202278
bB Przed Podjazdem / Stara Plomba	50.0512927	19.8573902
Wolności	50.0185445	19.9691026
Ojca Józefa Bocheńskiego	50.0086677	19.8650768
Jana Heweliusza	50.0421727	19.9760384
Stefana Starzyńskiego	50.0055922	19.8575483
Majora Mieczysława Słabego	50.0197787	19.8840826
Jeziorko	50.0876984	20.1459131
Rzepakowa	50.0506999	20.1629714
Rzepakowa	50.0467153	20.1636505
Bartnicza	50.0556037	20.1862713
Przylasek	50.0541128	20.1859102
Stare Wiślisko	50.0612535	20.0585309
Stare Wiślisko	50.0622253	20.0586954
Dymarek	50.0679108	20.1016216
Dymarek	50.0701765	20.1005837
Jerzego Giedroycia	50.0622751	20.0816386
Jerzego Giedroycia	50.0598219	20.0791691
Bieńczycka	50.0762465	20.0213385
Bieńczycka	50.0785377	20.0255782
Borek Fałęcki 03	50.0119201	19.9273274
Łagiewniki	50.0302089	19.9363118
Łagiewniki	50.0301468	19.9363181
Łagiewniki	50.0287309	19.9361724
Łagiewniki	50.0300742	19.9363132
Rondo Antoniego Matecznego	50.0362495	19.9409029
Lipska	50.0405779	19.9834987
Saska	50.0406768	19.9832780
Saska	50.0406804	19.9830276
Saska	50.0409832	19.9833232
Saska	50.0412741	19.9831714
Tadeusza Śliwiaka	50.0384487	20.0475523
Tadeusza Śliwiaka	50.0375353	20.0610012
Tadeusza Śliwiaka	50.0375249	20.0619144
Tadeusza Śliwiaka	50.0385613	20.0436633
Tadeusza Śliwiaka	50.0382303	20.0533694
Tadeusza Śliwiaka	50.0376112	20.0599235
Tadeusza Śliwiaka	50.0371073	20.0627448
Tadeusza Śliwiaka	50.0372320	20.0619448
Tadeusza Śliwiaka	50.0381238	20.0517946
Tadeusza Śliwiaka	50.0376404	20.0580986
Tadeusza Śliwiaka	50.0373902	20.0608584
Tadeusza Śliwiaka	50.0379000	20.0548975
Christo Botewa	50.0382822	20.0301444
Christo Botewa	50.0385124	20.0301746
Christo Botewa	50.0383571	20.0417204
Christo Botewa	50.0383974	20.0290178
Christo Botewa	50.0384543	20.0357786
Półłanki	50.0384570	20.0426830
Półłanki	50.0356949	20.0423244
Półłanki	50.0388155	20.0427394
Półłanki	50.0392230	20.0430881
Półłanki	50.0391588	20.0430868
Półłanki	50.0390697	20.0426875
Półłanki	50.0375619	20.0425385
Tadeusza Śliwiaka	50.0385914	20.0426262
Tadeusza Śliwiaka	50.0382302	20.0474434
Christo Botewa	50.0382502	20.0276824
Rybitwy	50.0376010	20.0229568
Rybitwy	50.0376144	20.0238441
Rybitwy	50.0375957	20.0217344
Rybitwy	50.0376575	20.0245503
Rybitwy	50.0377961	20.0259828
Rybitwy	50.0384304	20.0267846
Rybitwy	50.0383191	20.0267183
Albatrosów	50.0396030	20.0189292
Albatrosów	50.0377630	20.0185041
Albatrosów	50.0388770	20.0187911
Albatrosów	50.0381639	20.0185901
Jana Surzyckiego	50.0379040	20.0182610
Konstantego Brandla	50.0363989	20.0179718
Konstantego Brandla	50.0372788	20.0182841
Jana Surzyckiego	50.0389255	20.0086034
Jana Surzyckiego	50.0378374	20.0149365
Jana Surzyckiego	50.0377637	20.0162172
Jana Surzyckiego	50.0380764	20.0148652
Jana Surzyckiego	50.0391128	20.0072278
Jana Surzyckiego	50.0376763	20.0177953
Jana Surzyckiego	50.0384705	20.0117313
Rybitwy	50.0378156	20.0218069
Rybitwy	50.0378103	20.0207253
Rybitwy	50.0378452	20.0194943
Rybitwy	50.0378278	20.0229960
Jana Surzyckiego	50.0387031	20.0084701
Jana Surzyckiego	50.0382525	20.0116765
Golikówka	50.0399829	20.0046385
Golikówka	50.0400828	20.0044832
Lipska	50.0392679	20.0035151
Lipska	50.0397767	19.9985917
Lipska	50.0396681	20.0018957
Lipska	50.0399945	19.9962746
Lipska	50.0398783	19.9974569
Lipska	50.0394820	20.0014938
Lipska	50.0397805	20.0007388
Lipska	50.0397120	20.0000924
Józefa Rzebika	50.0405165	19.9918069
Józefa Rzebika	50.0412167	19.9917407
Józefa Rzebika	50.0411299	19.9916408
Józefa Rzebika	50.0399410	19.9918227
Józefa Rzebika	50.0392105	19.9918313
Lipska	50.0406272	19.9917332
Lipska	50.0405581	19.9848067
Lipska	50.0405374	19.9855641
Lipska	50.0405688	19.9842545
Lipska	50.0404794	19.9880670
Lipska	50.0404218	19.9909637
Lipska	50.0405634	19.9926448
Pułkownika Ryszarda Kuklińskiego	50.0412251	19.9761267
Pułkownika Ryszarda Kuklińskiego	50.0407298	19.9778979
Pułkownika Ryszarda Kuklińskiego	50.0429458	19.9741491
Pułkownika Ryszarda Kuklińskiego	50.0405673	19.9771542
Pułkownika Ryszarda Kuklińskiego	50.0405761	19.9821789
Pułkownika Ryszarda Kuklińskiego	50.0420398	19.9746051
Pułkownika Ryszarda Kuklińskiego	50.0444898	19.9738262
Pułkownika Ryszarda Kuklińskiego	50.0447717	19.9731263
Stanisława Klimeckiego	50.0461263	19.9719696
Stanisława Klimeckiego	50.0457583	19.9723823
Stanisława Klimeckiego	50.0485147	19.9686532
Bazarowa	50.0355242	20.0366638
Profesora Teodora Spiczakowa	50.0863227	19.8392048
Profesora Teodora Spiczakowa	50.0860017	19.8381283
Lucjana Rydla	50.0756070	19.9016306
Arcybiskupa Zygmunta Szczęsnego Felińskiego	50.1003538	19.9680579
Henryka i Karola Czeczów	50.0204953	20.0568555
Kalwaryjska	50.0419907	19.9436147
Kalwaryjska	50.0401254	19.9423475
Stanisławy Dowgiałło	50.0528492	20.0502351
Kazimierza Wyki	50.0915306	19.9226841
Kazimierza Wyki	50.0912839	19.9227750
Czerwony Most	50.1142478	19.9101211
Alejka Druha Henryka Sroki	50.0178906	19.9294766
Bulwar Tyniecki	50.0524198	19.9255484
Betonowa	50.0577063	20.2017912
Ignacego Kriegera	50.0658000	19.9678707
Bronowicka	50.0821038	19.8891651
Michała Wójcickiego	50.0843264	19.8654750
Generała Bolesława Wieniawy-Długoszowskiego	50.0835410	19.8648640
Lazurowa	50.0926944	19.8862435
Na Wyrębę	50.1040930	19.8791271
Zaborska	50.0990331	19.8692805
Ojca Eugeniusza Krajewskiego	50.0963742	19.8788684
Feliksa Szlachtowskiego	50.0731567	19.9005216
Młodej Polski	50.0727764	19.9012125
Poziomkowa	50.1030310	19.9072365
Generała Franciszka Paszkowskiego	50.1054090	19.9131267
Władysława Łokietka	50.0835132	19.9246714
Władysława Łokietka	50.0837470	19.9243993
Władysława Łokietka	50.0805846	19.9268674
Generała Tadeusza Kutrzeby	50.0406479	19.9423331
Młynówka Królewska	50.0744973	19.9037450
Młynówka Królewska	50.0745618	19.9009159
Młynówka Królewska	50.0743892	19.9016575
Młynówka Królewska	50.0743765	19.9017696
Za Torem	50.0397386	19.9551658
Ciemna	50.0517915	19.9478892
Szeroka	50.0522726	19.9481808
Franciszka Stefczyka	50.1008689	20.0899385
Pękowicka	50.1075058	19.9131870
Zdunów	50.0203681	19.9194278
Pawła Morawiańskiego	50.0267549	19.9967111
Poręba	50.0624335	19.8775082
Bronisława Czecha	50.0708772	19.8588846
Czyżyńska	50.0705120	19.9834067
Macieja Miechowity	50.0837506	19.9701550
Macieja Miechowity	50.0835809	19.9696286
Jerzego Bajana	50.0789561	19.9742397
Kazimierza Wyżgi	50.0661378	19.8377125
Księcia Józefa	50.0521367	19.9124044
Ireny Kosmowskiej	50.0627400	19.8308883
Aleja Jerzego Waszyngtona	50.0572469	19.8735330
Jacka Malczewskiego	50.0535512	19.9011736
Na Polankach	50.0691945	19.8386287
Ludomira Benedyktowicza	50.0505125	19.8898972
Księdza Józefa Meiera	50.0999841	19.9653544
Juliusza Osterwy	49.9941466	19.9892476
Czerwone Maki	50.0201818	19.8914551
Rondo Grunwaldzkie	50.0486729	19.9317699
Rynek Podgórski	50.0449332	19.9497646
Rynek Podgórski	50.0447483	19.9491248
Rynek Podgórski	50.0442775	19.9496641
Floriana Straszewskiego	50.0589645	19.9331149
Bolesława Limanowskiego	50.0451253	19.9543653
Na Zjeździe	50.0466043	19.9551726
Starowiślna	50.0521374	19.9500162
Starowiślna	50.0547902	19.9472002
Kalwaryjska	50.0415151	19.9431668
Czerwone Maki	50.0188378	19.8895758
Kredowa	50.0350393	19.8978747
Świetlana	50.0349710	19.8980898
Generała Stefana Grota-Roweckiego	50.0310132	19.9156596
Korona 01	50.0434726	19.9466302
Podgórze SKA 02	50.0418425	19.9614616
Dworcowa	50.0334998	19.9701671
Wielicka	50.0242092	19.9796412
Bieżanowska 04	50.0235467	19.9793684
Osiedle Wacława Felczaka	50.0334956	19.8722065
Kobierzyńska	50.0342432	19.9258670
Do Wilgi	50.0227751	19.9323307
Stanisławy Wysockiej	50.0737576	20.0059932
Jerzego Fedkowicza	50.0177883	19.8395606
Starowiślna 01	50.0573230	19.9445933
Miodowa 01	50.0538619	19.9480561
Miodowa 02	50.0531914	19.9490048
Plac Wszystkich Świętych	50.0590845	19.9374757
Lubicz 03	50.0656017	19.9516172
Alfreda Dauna	50.0188219	19.9770788
Dworzec Główny Zachód	50.0678253	19.9450654
Darwina	50.0913768	20.0585863
Porfirowa	50.0085477	19.8688200
Łukowiec	50.0078565	19.8682735
Biprostal 04	50.0734121	19.9159616
Bronowice 04	50.0770554	19.9025426
Pleszowska	50.0916110	19.9360177
Głęboka	50.0903618	19.9366531
Lubicz	50.0654459	19.9561731
Politechnika	50.0710791	19.9449949
Bożego Ciała	50.0502593	19.9440823
Skawińska	50.0475500	19.9422581
Rynek Główny	50.0616459	19.9379120
Stolarska	50.0591615	19.9387122
Grodzka	50.0550797	19.9384049
Zygmunta Augusta	50.0666755	19.9507766
Rakowicka	50.0655931	19.9517275
Mikołaja Kopernika	50.0633152	19.9531907
Kanonicza	50.0555202	19.9368642
Sienna	50.0607842	19.9400550
Jana Kaczary	50.0851545	19.9657079
Stefana Otwinowskiego	50.0790728	19.9592126
Promienistych	50.0881187	19.9676931
Dobrego Pasterza	50.0886730	19.9696714
Reduta	50.0970438	19.9755710
Powstańców	50.0996281	19.9775496
Powstańców	50.0965159	19.9702614
Stanisława Szczygielskiego	50.0161408	19.8112240
Skotnicka	50.0162273	19.8759610
Floriańska	50.0648564	19.9413530
Juranda ze Spychowa	50.0078072	19.8164770
Stępice	50.0088674	19.8141814
Most Kotlarski 01	50.0510816	19.9622048
Zabłocie	50.0496661	19.9651747
Pękowicka	50.0952585	19.9165534
Pękowicka	50.1132946	19.9104964
Pękowicka	50.1069571	19.9134538
Biwakowa	50.0546607	20.1997718
Plażowa	50.0541696	20.1970770
Blokowa	50.0868886	20.0740212
Karola Łowińskiego	50.0887195	20.0776822
Jasnogórska	50.0932451	19.8932378
Jasnogórska	50.0975779	19.8909110
Jasnogórska	50.0973033	19.8908616
Jasnogórska	50.0978857	19.8907274
Jasnogórska	50.0926003	19.8933199
Jasnogórska	50.0967090	19.8912082
Jasnogórska	50.0907991	19.8931490
Rondo Hetmana Piotra Konaszewicza-Sahajdacznego	50.0945363	19.8926910
Porucznika Antoniego Stawarza	50.0428354	19.9548030
Aleksandra Brücknera	50.0117191	19.8667675
Generała Jana Karcza	50.0084831	19.8636747
Józefa Unruga	50.0143687	19.8643715
Kobierzyńska	50.0282940	19.9153384
Komuny Paryskiej	50.0017206	19.8947839
Spacerowa	50.0025544	19.8892802
Generała Stefana Grota-Roweckiego	50.0307058	19.9239793
Wacława Lipińskiego	50.0302928	19.9252652
Generała Stefana Grota-Roweckiego	50.0303830	19.9254008
Kapelanka	50.0306705	19.9257596
Kapelanka	50.0312598	19.9258253
Generała Stefana Grota-Roweckiego	50.0305126	19.9253730
Wacława Lipińskiego	50.0297674	19.9247736
Kapelanka	50.0305510	19.9260640
Wacława Lipińskiego	50.0299550	19.9250989
Truskawkowa	50.0450305	20.1261560
Trzcinowa	50.0506205	20.1706393
Władysława Łozińskiego	50.1035008	20.1906641
Władysława Łozińskiego	50.0976697	20.1879202
Henryka Uziembły	50.1089479	20.1170025
Chmieleniec	50.0204560	19.8980671
Generała Stefana Grota-Roweckiego	50.0269907	19.9058485
Gronostajowa	50.0272495	19.9054182
Profesora Michała Bobrzyńskiego	50.0191933	19.8946898
Profesora Michała Bobrzyńskiego	50.0228321	19.9005265
Profesora Michała Bobrzyńskiego	50.0207997	19.8985920
Profesora Michała Bobrzyńskiego	50.0242039	19.9020887
Zachodnia	50.0262584	19.9048551
Świętego Rafała Kalinowskiego	50.0692474	19.9492372
Bogucicka	50.0052740	20.0449725
Dąbska	50.0685644	19.9849646
Dąbska	50.0672004	19.9843046
Półłanki	50.0239562	20.0388329
Półłanki	50.0264185	20.0386951
Christo Botewa	50.0386695	20.0361284
Nad Drwiną	50.0326391	20.0596880
Półłanki	50.0381536	20.0426434
Jana Surzyckiego	50.0379832	20.0167102
Rybitwy	50.0380083	20.0256695
Lipska	50.0401982	19.9965137
Przewóz	50.0436537	19.9876846
Przewóz	50.0450456	19.9842477
Przewóz	50.0422223	19.9911765
Aleja Pokoju	50.0590950	19.9630091
Aleja Pokoju	50.0596474	19.9751638
Stoczniowców	50.0494434	19.9812403
Józefa Brodowicza	50.0702531	19.9627549
Olszyny	50.0741426	19.9666382
Pilotów	50.0761999	19.9685055
Młyńska	50.0814760	19.9728913
Młyńska	50.0831514	19.9710590
Jacka Augustyna Łopackiego	50.0927169	20.0215394
Warmijska	50.0735734	19.9073887
Amazonek	50.0641914	19.8066420
Jaglana	50.0521280	20.1776762
Morgi	50.0538034	20.1819911
Strażacka	50.0439082	20.0274524
Tarasowa	50.0460676	20.1627983
Siejówka	50.0490741	20.1737428
Balicka	50.0811197	19.8912667
Zarzecze	50.0756743	19.8891311
Miasteczko Studenckie AGH	50.0703968	19.9042868
Walerego Eljasza-Radzikowskiego	50.0856646	19.8992147
Mały Rynek	50.0611463	19.9402901
Plac im. O. Adama Studzińskiego	50.0548888	19.9381352
Młynówka Królewska	50.0767373	19.8898646
Młynówka Królewska	50.0758767	19.8910961
Młynówka Królewska	50.0747481	19.8931645
Młynówka Królewska	50.0767167	19.8894903
Młynówka Królewska	50.0760206	19.8909614
Młynówka Królewska	50.0746053	19.9061806
Antoniego Pajdaka	49.9808314	19.9910995
Barwinkowa	50.0750062	20.1541078
Berdyczowska	49.9825304	19.9959462
Cyryla Ratajskiego	49.9810368	19.9906584
Drożyska	50.0556688	20.1928628
Gacki	49.9838094	19.9923537
Gdowska	49.9845730	19.9719046
Jasełkowa	50.1030693	20.1100309
Mateusza Birkuta	50.1078098	20.0804794
Sitowiny	50.0760497	20.1568504
Stanisława Jasiukowicza	49.9813609	19.9909734
Ubeliny	50.0563095	20.1618565
Bolesława Orlińskiego	50.0812553	19.9989711
Bolesława Orlińskiego	50.0814969	19.9989316
Bolesława Orlińskiego	50.0810914	20.0014245
Młynówka Królewska	50.0760125	19.8882039
Młynówka Królewska	50.0738994	19.8954476
Młynówka Królewska	50.0741599	19.9098965
Zakopiańska	49.9859053	19.9137477
Armii Krajowej	50.0754188	19.8882534
Armii Krajowej	50.0785783	19.8896825
Armii Krajowej	50.0840798	19.8910870
Armii Krajowej	50.0829344	19.8909296
Armii Krajowej	50.0837203	19.8910273
Armii Krajowej	50.0821050	19.8908060
Zarzecze	50.0760719	19.8858538
Walerego Eliasza Radzikowskiego	50.0896137	19.8842204
Młynówka Królewska	50.0765801	19.8903489
Młynówka Królewska	50.0743678	19.9086296
Młynówka Królewska	50.0745993	19.9069721
Pasaż Bielaka	50.0605223	19.9386560
Pasaż Bielaka	50.0603958	19.9392223
Pasaż Bielaka	50.0606644	19.9381744
Pasaż Bielaka	50.0605772	19.9384601
Czerwone Maki P+R 02	50.0174016	19.8885752
Piaszczysta	50.1001205	19.9236666
Młynówka Królewska	50.0762127	19.9110816
Młynówka Królewska	50.0771165	19.9130932
Młynówka Królewska	50.0753683	19.9106606
Młynówka Królewska	50.0767470	19.9118933
Zarzecze	50.0757944	19.8885466
Zarzecze	50.0759082	19.8878565
Piastowska	50.0673461	19.9031477
Generała Stefana Grota-Roweckiego	50.0305344	19.9247076
Generała Stefana Grota-Roweckiego	50.0304342	19.9259288
Kapelanka	50.0303718	19.9259699
Generała Stefana Grota-Roweckiego	50.0317120	19.9197795
Generała Stefana Grota-Roweckiego	50.0315378	19.9210240
Kobierzyńska	50.0326931	19.9215132
Kobierzyńska	50.0317429	19.9206521
Na Błonie	50.0807378	19.8849880
