name	@lat	@lon
Osiedle	50.0573531	20.0157203
Podleska	50.0570797	20.0165065
Sikorki	50.0627331	20.0197207
Śliwkowa	50.0725493	20.0182145
Mrozowa	50.0895390	20.0836439
Zakopiańska	49.9816657	19.9115937
Bogucianka	50.0012634	19.8171441
Leona Petrażyckiego	49.9788637	19.8682557
Pasternik	49.9754327	19.8620292
Szlak	50.0704697	19.9436137
Aleja Modrzewiowa	50.0661064	19.8677701
Junacka	50.0675145	19.8509336
Rakowicka	50.0679698	19.9523964
Królowej Jadwigi	50.0687389	19.8625267
Aleja Kasztanowa	50.0648111	19.8676327
Wita Stwosza	50.0682039	19.9516337
Pawia	50.0717365	19.9446398
Rakowicka	50.0696890	19.9536659
Na Wale	50.0521123	20.0376855
Wiklinowa	50.0540539	20.0272968
Balicka	50.0887812	19.8391407
Pięciu Stawów	50.0870080	19.8273351
"Armii ""Kraków"""	50.0050811	19.9263011
Franciszka Bohomolca	50.0950587	19.9887856
Profesora Władysława Konopczyńskiego	50.0163085	19.8951858
Kolista	50.0125614	19.8955621
Tymotkowa	50.0135897	19.8931750
Kwiecista	50.0096385	19.8948713
Kwiecista	50.0106917	19.8953944
Biesiadna	50.0084080	19.8936878
Kwiecista	50.0086007	19.8929142
Do Wisły	50.0525049	20.0184692
Kurkowa	50.0661008	19.9512208
Działkowa	50.0215243	20.0201428
Opalowa	50.0203864	20.0532025
Hiacyntowa	50.0112364	20.0435818
Kameliowa	50.0115100	20.0442599
Gerberowa	50.0112956	20.0451808
Przylaszczki	50.0113803	20.0457919
Przebiśniegów	50.0121650	20.0464543
Kwatery	50.0110387	20.0529128
Czarnochowicka	50.0106936	20.0579595
Czarnochowicka	50.0094030	20.0632319
Czarnochowicka	50.0092236	20.0649717
Kwatery Boczne	50.0118561	20.0561919
Nad Drwiną	50.0332146	20.0450976
Mariana Domagały	50.0325035	20.0519180
Rączna	50.0428954	20.0490267
Bukowa	50.0417519	20.0477489
Rączna	50.0433517	20.0516764
Bartników	50.0419675	20.0561151
Dymnik	50.0430212	20.0568138
Kotówka	50.0434921	20.0591333
Tyrczanka	50.0440663	20.0579117
Henryka Czeczotta	50.0438752	20.0611986
Pułkownika Barty	50.0414433	20.0610849
Feliksa Wrobela	50.0357427	20.0577749
Pod Wierzbami	50.0479887	20.0693164
Husarska	50.0443079	20.0670188
Osikowa	50.0398598	20.0717600
Bugaj	50.0448150	20.0746135
Traczy	50.0477675	20.0755104
Na Borach	50.0629882	19.8061724
Kazimierza Herwina-Piątka	50.0964855	19.9396881
Stefana Bobrowskiego	50.0586925	19.9663747
Ferdynanda Weigla	50.0141049	20.0421046
Ferdynanda Weigla	50.0111957	20.0425039
Księdza Jerzego Popiełuszki	50.0153518	20.0398871
Mała Góra	50.0163854	20.0281842
Mała Góra	50.0129240	20.0261160
Księdza Józefa Tischnera	50.0283320	19.9411066
Jerzego Turowicza	50.0182178	19.9454979
Wincentego Witosa	50.0138703	19.9499449
Beskidzka	50.0141746	19.9499693
Wadowicka	50.0295718	19.9367234
Księdza Józefa Tischnera	50.0285462	19.9404969
Jerzego Turowicza	50.0188297	19.9457074
Wincentego Witosa	50.0141078	19.9493663
Porucznika Jerzego Halszki	50.0091700	19.9484627
Jana Brożka	50.0303339	19.9310695
Aleksandra Fredry	50.0189212	19.9427960
Jerzego Turowicza	50.0150445	19.9454905
Jana Brożka	50.0290621	19.9365545
Do Sanktuarium Bożego Miłosierdzia	50.0149167	19.9453883
Wielicka	50.0237961	19.9803261
Bieżanowska	50.0184800	20.0352533
Bieżanowska	50.0245133	19.9846201
Wielicka	50.0354837	19.9680042
Majora Henryka Sucharskiego	50.0161794	20.0553789
Wielicka	50.0309003	19.9725363
Wiesława Zarzyckiego	50.0174606	20.0672913
Wielicka	50.0231803	19.9809529
Czesława Miłosza	50.0760174	19.9470056
Aleja 29 Listopada	50.0758778	19.9470925
Karmelicka	50.0648950	19.9314756
Długa	50.0682096	19.9384610
Basztowa	50.0657920	19.9415000
Sienna	50.0608486	19.9397984
Świętego Sebastiana	50.0555535	19.9421962
Świętego Jana	50.0628237	19.9383478
Aleja Solidarności	50.0789324	20.0657632
Ujastek	50.0797931	20.0660158
Popielidów	50.0981716	20.0133712
Kruszwicka	50.0972096	20.0188824
Ognistych Wici	50.1019466	20.0150019
Topazowa	50.0215914	20.0512088
Mała Góra	50.0146381	20.0283386
Mariana Domagały	50.0217744	20.0509848
Topazowa	50.0215584	20.0500312
Agatowa	50.0223064	20.0512304
Karola Łowińskiego	50.0880107	20.0643112
Karola Łowińskiego	50.0880812	20.0652856
Tytusa Czyżewskiego	50.0818365	19.9074919
Odlewnicza	50.0703938	19.8996948
Rycerska	50.0945931	20.0461855
Klemensa z Ruszczy	50.0940449	20.0459232
Kazimierza Sprawiedliwego	50.0944219	20.0485211
Leszka Białego	50.0951737	20.0493619
Składowa	50.0806656	19.9280931
Zaszkolna	50.0443074	19.8297647
Zaszkolna	50.0443642	19.8295011
Na Zboczu	50.0990559	19.9945867
Kamionka	50.0647205	20.0060820
Na Łąkach	50.0666511	20.0116261
Bohdana Zaleskiego	50.0681725	19.9601600
Nizinna	50.0637942	19.9786100
Widok	50.0600829	19.9798843
Józefińska	50.0456743	19.9530900
Józefińska	50.0458617	19.9516396
Księdza Władysława Gurgacza	50.0564332	19.9507955
Metalowców	50.0579424	19.9497601
Plac Czesława Marchewczyka	50.0583671	19.9482528
Dziewanny	50.0993487	19.8717971
Tadeusza Peipera	50.0917111	19.8655045
Okrężna	50.1049454	19.8790199
Na Wyrębę	50.1049268	19.8809777
Okrężna boczna	50.1049689	19.8806600
Śmiała	50.0998288	19.8847305
Śmiała	50.0998707	19.8845993
Słotna	50.1011919	19.8868937
Stelmachów	50.1004564	19.8876547
Chmurna	50.1016989	19.8850518
Dzielna	50.0982183	19.8878726
Waleczna	50.0984303	19.8868693
Dzielna	50.0986898	19.8876161
Sołtysowska	50.0648140	20.0138080
Golikówka	50.0404927	20.0045495
Pułkownika Stanisława Dąbka	50.0340901	20.0131337
Mierzeja Wiślana	50.0313214	20.0047775
Jana Surzyckiego	50.0389670	20.0062469
Golikówka	50.0392872	20.0045154
Kosiarzy	50.0307123	20.0143231
Christo Botewa	50.0385992	20.0423617
Rybitwy	50.0381143	20.0265411
Rybitwy	50.0376133	20.0198837
Christo Botewa	50.0380655	20.0283091
Źródlana	50.0384096	19.9877109
Iłowa	50.0364448	19.9918766
Mariana Batki	50.0362546	19.9855829
Księdza Ignacego Stoszki	50.0418832	19.9852039
Szczygla	50.0430224	19.9859336
Kuźnicy Kołłątajowskiej	50.0988744	19.9601895
Kuźnicy Kołłątajowskiej	50.0987490	19.9600655
Adama Marczyńskiego	50.0999825	19.9582596
Kuźnicy Kołłątajowskiej	50.1007717	19.9582433
Macieja Słomczyńskiego	50.0989355	19.9542198
Kuźnicy Kołłątajowskiej	50.1013163	19.9585563
Górka Narodowa	50.0992632	19.9509403
Józefa Mackiewicza	50.0947290	19.9458090
Ignacego Grabczaka	50.0975344	19.9661615
Zielone Wzgórze	50.1067684	19.9392861
Porzeczkowa	50.1026755	19.9453072
Biskupa Piotra Tomickiego	50.0704420	20.0283675
Biskupa Filipa Padniewskiego	50.0694567	20.0292930
Warszawska	50.0704210	19.9437743
Generała Henryka Kamieńskiego	50.0285602	19.9594741
Aleja Juliusza Słowackiego	50.0732297	19.9419898
Plac Jana Matejki	50.0673233	19.9427705
Stanisława Stojałowskiego	50.0057795	19.9472389
Stanisława Stojałowskiego	50.0050315	19.9570006
Warszawska	50.0723917	19.9445207
Aleja Juliusza Słowackiego	50.0731451	19.9430755
Stanisława Stojałowskiego	50.0047871	19.9604552
Walerego Sławka	50.0203749	19.9602198
Pawia	50.0673936	19.9451440
Generała Henryka Kamieńskiego	50.0318913	19.9483154
Aleja Juliusza Słowackiego	50.0737750	19.9353295
Walerego Sławka	50.0233942	19.9603864
Aleja Juliusza Słowackiego	50.0735848	19.9363009
Łużycka	50.0133953	19.9665492
Włoska	50.0153337	19.9710119
Nowosądecka	50.0150867	19.9704968
Nowosądecka	50.0149138	19.9688266
Generała Henryka Kamieńskiego	50.0308922	19.9500019
Bednarska	50.0021926	19.9955062
Bednarska	50.0009927	19.9979077
Do Luboni	50.0010958	19.9824973
Juliusza Osterwy	49.9923226	19.9794837
Orszańska	49.9963759	19.9856361
Do Luboni	50.0029083	19.9829710
Wacława Gąsiorowskiego	49.9987834	19.9932767
Na Pokusie	49.9938159	19.9845116
Juliusza Osterwy	49.9938921	19.9878801
Rytownicza	49.9926706	19.9730584
Blacharska	50.0002769	19.9979182
Szczawnicka	49.9973480	19.9778593
Koszykarska	50.0525465	19.9894539
Na Zakolu Wisły	50.0529247	19.9844430
Lasówka	50.0502722	19.9941908
Lasówka	50.0504509	19.9936086
Zajęcza	50.0582580	19.9954130
Zadworze	50.0482386	19.9904003
Nowohucka	50.0510924	19.9888614
Lasówka	50.0500552	19.9947407
Zajęcza	50.0581792	19.9946815
Lasówka	50.0500586	19.9943832
Władysława Bełzy	49.9878439	19.9737509
Tuchowska	49.9903165	19.9731010
Nad Fosą	49.9884467	19.9748870
Podgórki	49.9885168	19.9625548
Podgórki	50.0005178	19.9579713
Podgórki	50.0014762	19.9576825
Droga Rokadowa	49.9899732	19.9669493
Miarowa	49.9962939	19.9634965
Józefa i Floriana Sawiczewskich	49.9891942	19.9556222
Grawerska	49.9938600	19.9696331
Myśliwska	50.0458486	19.9997982
Mały Płaszów	50.0408953	20.0039422
Myśliwska	50.0456680	20.0001631
Mały Płaszów	50.0404156	20.0031858
Kokotowska	50.0154071	20.0556645
Kokotowska	50.0110083	20.0638803
Józefa Rzebika	50.0405197	19.9916800
Lipska	50.0432173	20.0001316
Józefa Rzebika	50.0399419	19.9917483
Golikówka	50.0393107	20.0042991
Golikówka	50.0395738	20.0045685
Albatrosów	50.0386703	20.0188088
Bagrowa	50.0317985	19.9994617
Kozia	50.0339492	19.9947031
Gliniana	50.0350799	19.9950450
Przewóz	50.0421234	19.9925484
Wyrwa	49.9956662	19.9584576
Wyżynna	50.0001193	19.9637693
Wyrwa	49.9978998	19.9534733
Soboniowicka	49.9995288	19.9552524
Moczydło	49.9916958	19.9502441
Do Luboni	49.9992319	19.9731850
Siarczanogórska	49.9943271	19.9553468
Zdrojowa	49.9988199	19.9624287
Tuchowska	49.9958256	19.9700511
Stepowa	49.9968045	19.9571950
Zawsie	50.0592702	20.0193411
Działkowicza	50.0625856	20.0271100
Łęgowa	50.0609168	20.0279947
Skręcona	50.0561949	20.0077391
Geologów	49.9838949	19.9777933
Antoniego Hoborskiego	49.9951330	20.0082070
Bronisława Malinowskiego	49.9846427	19.9868406
Koszutki	49.9929319	20.0074164
Antoniego Hoborskiego	49.9974895	20.0034634
Włodzimierza Gruszczyńskiego	49.9884577	19.9905474
Leśna	50.0596042	19.8677745
Władysława Jarockiego	49.9752332	19.9889314
Witolda Gombrowicza	49.9825608	19.9869816
Heleny Chanieckiej	49.9796693	19.9897881
Na Wale	50.0503735	20.0182706
Zapusta	50.0593927	20.0371355
Szafrańska	50.0497474	20.0078609
Szafrańska	50.0507063	20.0079169
Zatyka	50.0548106	20.0005856
Krzemieniecka	49.9838476	19.9959459
Cechowa	50.0070080	19.9775399
Wielicka	50.0273112	19.9763566
Elżbiety Drużbackiej	49.9799424	19.9897596
Jerzego Kuryłowicza	49.9851536	19.9780225
Cuplowa	50.0540788	20.0243603
Przy Kuźni	50.0046126	19.9885106
Widnokrąg	50.0062883	19.9704481
Gwarna	50.0095508	19.9691382
Ukośna	50.0084745	19.9694236
Pochyła	50.0079522	19.9677327
Jana Zamoyskiego	50.0397117	19.9431937
Krzemionki	50.0414555	19.9459977
Jana Zamoyskiego	50.0414688	19.9450245
Josepha Conrada	50.0873348	19.8924290
Świętego Jacka	50.0325349	19.9134539
Monte Cassino	50.0456095	19.9221456
Kapelanka	50.0424024	19.9233689
Monte Cassino	50.0457371	19.9226415
Generała Stefana Grota-Roweckiego	50.0317529	19.9187364
Szarych Szeregów	50.0020785	19.9475798
Myślenicka	50.0016922	19.9433297
Józefa Warszewicza	49.9960962	19.9447118
Niedźwiedziny	49.9971747	19.9417683
Myślenicka	50.0036631	19.9439358
Łężce	50.0023798	19.9467675
Józefa Morozewicza	49.9959532	19.9480624
Cechowa	50.0048562	19.9453058
Józefa Morozewicza	49.9953073	19.9483559
Myślenicka	50.0018583	19.9433307
Władysława Pytlasińskiego	49.9867565	19.9360510
Lusińska	49.9913345	19.9391908
Adama Krzyżanowskiego	49.9860139	19.9356429
Sanatoryjna	49.9877720	19.9339947
Borowinowa	49.9965004	19.9355295
Wczasowa	49.9959180	19.9359996
Jeździecka	49.9954174	19.9413185
Wypoczynkowa	49.9943749	19.9364125
Wypoczynkowa	49.9970354	19.9329840
Jana Muszyńskiego	49.9877836	19.9346818
Rabczańska	49.9958952	19.9367707
Cichociemnych AK	50.0608241	19.9970730
Cichociemnych AK	50.0611165	19.9925920
Iwonicka	49.9888737	19.9475207
Andrzeja Michalika	49.9882336	19.9564431
Lecznicza	49.9886815	19.9456240
Truskawiecka	49.9905033	19.9442192
Ludomiła Korczyńskiego	49.9878121	19.9447609
Wierchowa	49.9892100	19.9519076
Nałęczowska	49.9892940	19.9481032
Franciszka Hypty	49.9890932	19.9425751
Uzdrowiskowa	49.9904094	19.9430259
Druskiennicka	49.9890204	19.9401528
Tytusa Chałubińskiego	49.9906507	19.9412001
Floriana Kotowskiego	49.9904607	19.9435722
Jar	49.9881524	19.9546209
Konrada Srzednickiego	49.9904575	19.9531509
Emiliana Czyrniańskiego	49.9900643	19.9399109
Czyżówka	50.0359845	19.9452942
Strumyk	50.0731698	20.0075746
Mieczysława Medweckiego	50.0762663	20.0056661
Księdza Kazimierza Jancarza	50.0955175	19.9959564
Srebrnych Orłów	50.0934347	20.0069316
Izydora Stella-Sawickiego	50.0876950	20.0014240
Rondo Młyńskie	50.0805955	19.9737105
Rondo Stanisława Barei	50.0890892	19.9742455
Rondo Mogilskie	50.0655450	19.9601885
Most Grunwaldzki	50.0495270	19.9342082
Generała Tadeusza Bora-Komorowskiego	50.0870671	19.9900533
Księdza Kazimierza Jancarza	50.0951900	19.9976692
Srebrnych Orłów	50.0939723	20.0096748
Srebrnych Orłów	50.0938307	20.0064761
Aleja Powstania Warszawskiego	50.0607240	19.9599926
Józefa Dietla	50.0519958	19.9421516
Młyńska	50.0811193	19.9733775
Aleja Pułkownika Władysława Beliny-Prażmowskiego	50.0672949	19.9596046
Generała Tadeusza Bora-Komorowskiego	50.0871927	19.9931571
Dobrego Pasterza	50.0900794	19.9818048
Podwale	50.0630218	19.9325287
Pilotów	50.0815889	19.9776340
Basztowa	50.0662517	19.9387441
Mogilska	50.0714843	19.9831744
Akacjowa	50.0820644	19.9792703
Pilotów	50.0813563	19.9751824
Marszałka Józefa Piłsudskiego	50.0600911	19.9295940
Ułanów	50.0731459	19.9860128
Ułanów	50.0805533	19.9803153
Aleja Jana Pawła II	50.0729243	19.9853391
Aleja Pułkownika Władysława Beliny-Prażmowskiego	50.0738580	19.9587734
Generała Józefa Bema	50.0724972	19.9633408
Janusza Supniewskiego	50.0700508	19.9683356
Księdza Biskupa Władysława Bandurskiego	50.0727845	19.9600491
Śliczna	50.0741062	19.9763717
Cypriana Kamila Norwida	50.0741639	19.9607009
Marii Dąbrowskiej	50.0834753	20.0176060
Wróblowicka	49.9810928	19.9505328
Rymanowska	49.9874633	19.9428431
Księdza Władysława Kajzera	49.9825642	19.9505329
Familijna	49.9829826	19.9479615
Wincentego Bogdanowskiego	49.9820746	19.9533741
Mirtowa	49.9841617	19.9471340
Herbowa	49.9851371	19.9480733
Parafialna	49.9821374	19.9486249
Dróżka	49.9831821	19.9550092
Profesora Adama Bochnaka	49.9846436	19.9484534
Lwa Landaua	49.9838791	19.9614597
Gilowa	49.9828023	19.9588995
Adolfa Aleksandrowicza	49.9778785	19.9494254
Matematyków Krakowskich	49.9801461	19.9623962
Ignacego Chrzanowskiego	49.9785840	19.9587421
Antoniego Kenara	49.9833840	19.9628132
Golkowicka	49.9839440	19.9683152
Stanisława Grzepskiego	49.9768337	19.9502473
Elżbiety Łokietkówny	50.0862061	20.0233841
Macieja Wielgusa	50.0836566	20.0324267
Franciszka Ptaka	50.0826706	20.0299529
Pl. Bogdana Włosika	50.0839687	20.0292103
Gustawa Pokrzywki	50.0794245	20.0220354
"Batalionu ""Zośka"""	50.0809503	20.0230264
"Batalionu ""Zośka"""	50.0811076	20.0234465
Uniwersału Połanieckiego	50.0825454	20.0160614
Mieczysława Medweckiego	50.0752765	20.0178486
Mieczysława Medweckiego	50.0754601	20.0161375
Mieczysława Medweckiego	50.0755658	20.0149145
Witolda Doroszewskiego	49.9802066	19.9370490
Mariana Czuchnowskiego	49.9790542	19.9385496
Kajetana Koźmiana	49.9807495	19.9387233
Szymona Syreńskiego	49.9810934	19.9401910
Maksymiliana Nowickiego	49.9793623	19.9407027
Gościnna	49.9759253	19.9434192
Jana Chryzostoma Paska	50.0056637	19.8619264
Batalionów Chłopskich	50.0162831	19.8758340
Rosista	50.0083641	19.8729747
Aleksandra Brücknera	50.0119582	19.8729247
Księdza Jakuba Wujka	50.0061922	19.8587270
Antoniego Dobrowolskiego	50.0076635	19.8719176
Krzysztofa Kamila Baczyńskiego	50.0071749	19.8771577
Balanówka	50.0072613	19.8687736
Marii Grzegorzewskiej	50.0075282	19.8697097
Józefa Unruga	50.0166781	19.8722919
Doktora Józefa Babińskiego	50.0070605	19.8801608
Doktora Józefa Babińskiego	50.0069873	19.8797549
Czerwone Maki	50.0071917	19.8868934
Komuny Paryskiej	50.0073124	19.8962528
Karola i Jerzego Drozdowskich	50.0048736	19.8951771
Orleańska	50.0068915	19.8937167
Borkowska	50.0039891	19.9030464
Borkowska	50.0030888	19.9054478
Spacerowa	50.0070972	19.8899690
Stanisława Działowskiego	49.9958982	19.8772478
Stanisława Działowskiego	49.9946164	19.8763177
Adama Prażmowskiego	49.9828495	19.8730784
Mieczysława Wrony	49.9857552	19.8730441
Żyzna	49.9771834	19.8811045
Solówki	49.9835267	19.8863332
Stanisława Gołąba	49.9752912	19.9634453
Franciszka Lei	49.9723075	19.9568024
Jacka Szarskiego	49.9723396	19.9536540
Zbydniowicka	49.9722743	19.9581267
Zdzisława Opiala	49.9722262	19.9584577
Stanisława Kłosowskiego	50.0771161	20.0094180
Majora Pilota Mariana Pisarka	50.0839288	20.0046013
Majora Pilota Mariana Pisarka	50.0842343	20.0016412
Majora Pilota Mariana Pisarka	50.0841789	20.0015899
Stanisława Kłosowskiego	50.0786400	20.0044110
Majora Pilota Mariana Pisarka	50.0842051	20.0029828
Romana Florera	50.0848778	19.9994675
Romana Florera	50.0846053	20.0001570
Wielicka	50.0108648	20.0072962
Wielicka	50.0090450	20.0111595
Erazma Jerzmanowskiego	50.0103719	20.0087914
Prochowa	50.0562460	19.9562365
Prochowa	50.0562137	19.9564150
Semperitowców	50.0558185	19.9567427
Semperitowców	50.0558727	19.9564452
Stanisława Lema	50.0700236	19.9856548
Orna	50.0689878	19.8817815
Konwisarzy	50.0698280	19.8916659
Bakałarzy	50.0692412	19.8899625
Tadeusza Śliwiaka	50.0383266	20.0425879
Pułkownika Ryszarda Kuklińskiego	50.0450051	19.9729799
Koźlarska	50.0418248	19.9763139
Płaszowska	50.0455219	19.9752524
Lublańska	50.0859390	19.9548516
Opolska	50.0863600	19.9544437
Aleja 29 Listopada	50.0861133	19.9547665
Aleja 29 Listopada	50.0861681	19.9545911
Generała Leopolda Okulickiego	50.0917192	20.0106789
Franciszka Kniaźnina	50.0912362	19.9905186
Józefa Dietla	50.0503350	19.9378787
Lipska	50.0405812	19.9831324
Lipska	50.0394236	20.0044293
Port Solny	50.0479304	19.9527794
Drukarska	50.0237687	19.9048329
Roberta Jahody	50.0248139	19.9036554
Jana Gutenberga	50.0246793	19.9031593
Jana Olbrachta	50.0938322	20.0484183
Kazimierza Jagiellończyka	50.0941312	20.0484971
Przemysława II	50.0932591	20.0479934
Stanisława Augusta Poniatowskiego	50.0946323	20.0406190
Sochy	50.0579866	20.0346894
Estakada Jacka Kaczmarskiego	50.0451627	19.9731941
Estakada Jacka Kaczmarskiego	50.0439274	19.9695084
Estakada Jacka Kaczmarskiego	50.0439704	19.9700173
Estakada Jacka Kaczmarskiego	50.0461506	19.9761588
Estakada Jacka Kaczmarskiego	50.0462504	19.9761663
Pylna	50.0710916	19.8562736
Szlak	50.0713424	19.9395574
Za Górą	50.0873522	20.1296883
Wolska	50.0220417	19.9800090
Aleja Adolfa Dygasińskiego	50.0226570	19.9836452
Aleja Adolfa Dygasińskiego	50.0232497	19.9817133
Michała Żaka	50.0121831	19.9490270
Michała Żaka	50.0119393	19.9487036
Lanckorońska	50.0405808	19.9602573
Storczykowa	50.0126136	19.9476155
Porucznika Jerzego Halszki	50.0117665	19.9516150
Kaimska	50.0067287	20.0180461
Nad Serafą	50.0043665	20.0291530
Nad Serafą	50.0064084	20.0312006
Nad Serafą	50.0064558	20.0317394
Nad Serafą	50.0022159	20.0266337
Nad Serafą	50.0064074	20.0310347
Pod Stokiem	50.0720556	19.8559539
Pylna	50.0727365	19.8563296
Pylna	50.0738792	19.8565216
Pod Stokiem	50.0727896	19.8508330
Łódzka	49.9966990	19.9161791
Poronińska	49.9869667	19.9192461
Księdza Franciszka Maja	49.9898841	19.9109972
Władysława Taklińskiego	49.9851120	19.8995376
Kłuszyńska	49.9904216	19.9042736
Poronińska	49.9868070	19.9188762
Michała Żaka	50.0116546	19.9454915
Chmielna	50.0122768	19.9451406
Michała Żaka	50.0115833	19.9465770
Stanisława Pronia	50.0043837	20.0361680
Fryderyka Zolla	50.0034457	20.0379162
Koprowa	50.0052882	20.0347046
Franciszka Bujaka	50.0098081	19.9526404
Okopowa	50.0122346	19.9456160
Pułkownika Stanisława Dąbka	50.0342232	20.0199918
Konstantego Brandla	50.0368772	20.0182215
Przy Cegielni	50.0404576	20.0304505
Maksyma Rylskiego	50.0256705	19.9811519
Alfreda Dauna	50.0276330	19.9714927
Wojciecha Gersona	50.0247177	19.9856565
Chłopska	50.0255413	19.9834419
Przy Cegielni	50.0397536	20.0297297
Henryka Arctowskiego	50.0566845	20.0006375
Hotelarzy	50.0731804	19.9976767
Łobzowska	50.0712947	19.9280326
Łobzowska	50.0711717	19.9294387
Łobzowska	50.0713051	19.9290052
Łobzowska	50.0709982	19.9308400
Bolesława Chrobrego	50.0769147	19.9630257
Kamienna	50.0738863	19.9381431
Kamienna	50.0739226	19.9378825
Murowana	50.0753351	19.9446894
Mazowiecka	50.0743684	19.9286660
Bliska	50.0918482	19.9164092
Stanisława Tomkowicza	50.0926781	19.9150801
Władysława Łokietka	50.0838129	19.9240348
Józefa Wybickiego	50.0838497	19.9244496
Władysława Łokietka	50.0838576	19.9242743
Margaretek	50.1040845	19.8634761
Józefa Wybickiego	50.0837098	19.9235616
Władysława Łokietka	50.0823197	19.9258976
Margaretek	50.1075400	19.8690657
Zaorana	50.0926059	19.9022779
Józefa Chełmońskiego	50.0980774	19.8907783
Wewnętrzna	50.0928422	19.9155971
Władysława Łokietka	50.0816535	19.9262101
Na Chałupkach	50.0920261	19.9148661
Skrajna	50.0915258	19.9172061
Północna	50.0924938	19.9165002
Józefa Wybickiego	50.0836738	19.9235968
Mazowiecka	50.0743322	19.9286299
Józefa Wybickiego	50.0832242	19.9324283
Kamienna	50.0737899	19.9385529
Józefa Wybickiego	50.0837544	19.9306869
Władysława Łokietka	50.0858228	19.9231701
Generała Mariana Kukiela	50.0917282	19.9058296
Pogodna	50.0817151	19.9618626
Rakowicka	50.0787873	19.9603732
Aleja 29 Listopada	50.0798053	19.9500263
Władysława Pietrusińskiego	50.0657405	19.9657771
Rakowicka	50.0787391	19.9603385
Bohaterów Wietnamu	50.0814732	19.9687589
Radomska	50.0830397	19.9607436
Radomska	50.0814375	19.9589059
Łąkowa	50.0727738	19.9814427
Turkusowa	50.0840896	19.9606707
Zenona Klemensiewicza	50.0815565	19.9502766
Żułowska	50.0813858	19.9607985
Prządek	50.0821392	19.9619114
Łąkowa	50.0728046	19.9814082
Henryka Wieniawskiego	50.0813363	19.9653091
Błękitna	50.0800292	19.9600684
Wileńska	50.0829693	19.9524876
Środkowa	50.0831862	19.9620146
Urodzajna	50.1086928	19.9625943
Aleja 29 Listopada	50.1077236	19.9652382
Mariana Markowskiego	50.0757479	19.9892532
Bujaka	50.0095080	19.9492580
Lwowska	50.0443475	19.9579078
Lwowska	50.0442586	19.9580912
Zofii Stryjeńskiej	50.0740565	19.8373480
Zofii Stryjeńskiej	50.0736893	19.8383683
Głogowiec	50.0674230	19.8279518
Jantarowa	50.0755181	19.8302653
Krzyżówka	50.0767985	19.8277217
Krzyżówka	50.0760046	19.8179347
Powstania Styczniowego	50.0751569	19.8285561
Władysława Raczkiewicza	50.0727864	19.8369162
Powstania Styczniowego	50.0756416	19.8264569
Nad Źródłem	50.0675040	19.8321865
Ireny Kosmowskiej	50.0673087	19.8302840
Zofii Stryjeńskiej	50.0732079	19.8381180
Księdza Piotra Skargi	50.0722215	19.8354565
Głogowiec	50.0642130	19.8262649
Pod Szańcami	50.0666795	19.8290732
Świętej Gertrudy	50.0565072	19.9402137
Chmielna	50.0133531	19.9459643
Wincentego Witosa	50.0143552	19.9474361
Chmielna	50.0123563	19.9453177
Porucznika Jerzego Halszki	50.0127255	19.9495374
Michała Żaka	50.0119828	19.9450123
Marii i Bolesława Wysłouchów	50.0078075	19.9627406
Marii i Bolesława Wysłouchów	50.0080455	19.9604966
Generała Juliana Filipowicza	50.0107036	19.9465899
Michała Żaka	50.0117027	19.9462715
Generała Juliana Filipowicza	50.0107618	19.9458755
Porucznika Jerzego Halszki	50.0104166	19.9487824
Franciszka Bujaka	50.0096626	19.9558154
Franciszka Bujaka	50.0100358	19.9471148
Franciszka Bujaka	50.0100975	19.9453123
Konstantego Jelskiego	49.9990107	19.9439787
Borowinowa	49.9992532	19.9392449
Przyrodnicza	49.9993267	19.9426917
Józefa Łobodowskiego	49.9995352	19.9401927
Ulica Bobrzyńskiego	50.0211462	19.9014822
Ulica Bobrzyńskiego	50.0212489	19.9006940
Alfreda Dauna	50.0187570	19.9764668
Na Kozłówce	50.0210486	19.9778081
Na Kozłówce	50.0212202	19.9773767
Łużycka	50.0139562	19.9650692
Plac Bernardyński	50.0541268	19.9384113
Pasternik	50.0992975	19.8676124
Pasternik	50.0988881	19.8677421
Stefana Banacha	50.1018862	19.9606366
Krowoderska	50.0712139	19.9339740
Długa	50.0690565	19.9380814
Tadeusza Kościuszki	50.0549178	19.9267623
Tadeusza Kościuszki	50.0546894	19.9263743
Zwierzyniecka	50.0553957	19.9280345
Walerego Eljasza-Radzikowskiego	50.0833134	19.9076713
Lucjana Rydla	50.0750796	19.9005093
Walerego Eljasza-Radzikowskiego	50.0834589	19.9062176
Henryka Brodatego	50.0932314	20.0480005
Sándora Petőfiego	50.0962607	20.0384042
Mikołaja Wierzynka	50.0943860	20.0461232
Władysława Jagiełły	50.0952520	20.0446280
Bolesława Wstydliwego	50.0950056	20.0489950
Stefana Kisielewskiego	50.0945078	20.0435502
Władysława IV	50.0936832	20.0484330
Jana Kazimierza	50.0927085	20.0475071
Piotrusia Pana	50.0970449	20.0370944
Juliana Przybosia	50.0930075	20.0459739
Sándora Petőfiego	50.0959629	20.0384042
Hanny Mortkowicz-Olczakowej	50.0960580	20.0450139
Janiny Porazińskiej	50.0967662	20.0476804
Zakładowa	50.0936945	20.0330598
Płomyczka	50.0962475	20.0460505
Grażyny Bacewiczówny	50.0970432	20.0473620
Czesława Janczarskiego	50.0959155	20.0451524
Podrzecze	50.0867674	20.0400228
