28 Lipca 1943
30 sekund
Antoniego Augustynka-Wichury
Antoniego Dobrowolskiego
Antoniego Fertnera
Antoniego Hoborskiego
Antoniego Józefa Madalińskiego
Antoniego Kenara
Antoniego Kępińskiego
Antoniego Odyńca
Antoniego Pajdaka
Antoniego Szyllinga
Antresola
Antyczna
Anusi
Architektów
Arcybiskupa Zygmunta Szczęsnego Felińskiego
Ariańska
Arktyczna
Armatury
"Armii ""Kraków"""
Armii Krajowej
Arsenał
Artura Malawskiego
Artystów
Astronautów
Astronomów
Augustiańska
Augustyna Kordeckiego
Autostrada MS AGH
Azaliowa
B3
Babiego Lata
Babinicza
Bagatela
Bagienna
Bagrowa
Bajeczna
Bakałarzy
Balanówka
Balicka
Balladyny
Barbary
Barbary Radziwiłłówny
Bardosa
Barska
Bartnicza
Bartników
Bartosza
Bartosza Głowackiego
Bartłomieja Groickiego
Bartłomieja Nowodworskiego
Barwinkowa
Barwna
Barycka
Basistówka
Bastionowa
Basztowa
"Batalionu ""Parasol"""
"Batalionu ""Skała"" AK"
"Batalionu ""Zośka"""
Batalionów Chłopskich
Batowicka
Bazarowa
Bałtycka
Baśniowa
Bażancia
Bednarska
Beera Meiselsa
Belwederczyków
Benedykta Cesarza
Benedykta Dybowskiego
Benedyktyńska
Berberysowa
Berdyczowska
Berka Joselewicza
Bernarda Wapowskiego
Bernardyńska
Beskidzka
Betlejemska
Betonowa
Biała
Biała Droga
Białe Wzgórze
Białoprądnicka
Białoruska
Białostocka
Białych Brzóz
Bibicka
Bielańska
Biernata z Lublina
Biesiadna
Bieszczadzka
Bieńczycka
Bieżanowska
Bieżanowska 04
Billewiczów
Biprostal 04
Biskupa Albina Małysiaka
Biskupa Filipa Padniewskiego
Biskupa Franciszka Hodura
Biskupa Jana Dantyszka
Biskupa Jana Prandoty
Biskupa Józefa Gawliny
Biskupa Piotra Tomickiego
Biskupia
Biskupińska
Bitwy Nad Bzurą
Biwakowa
Blacharska
Blich
Bliska
Blokowa
Bluszczowa
Bobrowa
Bocheńska
Bociana
Boczna
Bocznica
Bodziszkowa
Bodzowska
Bogdana Łyszkiewicza
Bogucianka
Bogucicka
Boguszówka
Bohaterska
Bohaterów Wietnamu
Bohdana Arcta
Bohdana Zaleskiego
Bojanówka
Bolesława Chrobrego
Bolesława Czerwieńskiego
Bolesława Czuchajowskiego
Bolesława Komorowskiego
Bolesława Kontryma
Bolesława Krzywoustego
Bolesława Leśmiana
Bolesława Limanowskiego
Bolesława Orlińskiego
Bolesława Prusa
Bolesława Wallek-Walewskiego
Bolesława Wstydliwego
Bolesława Śmiałego
Bonarka
Bonerowska
Bonifraterska
Borek Fałęcki 03
Borkowska
Borkowskie Błonia
Borowinowa
Borsucza
Borówczana
Bosacka
Bosaków
Botaniczna
Bożego Ciała
Bożego Miłosierdzia
Bożywoja
Braci Jamków
Braci Kiemliczów
Braci Polskich
Braci Schindlerów
Bracka
Branicka
Braterska
Braterstwa Broni
Bratkowa
Bratysławska
Brogi
Bronisława Czecha
Bronisława Malinowskiego
Bronisława Pierackiego
Bronisława Schönborna
Bronisława Włodarczyka
Bronowice 04
Bronowicka
Browarniana
Brunona Schulza
Bruzdowa
Bruśnicka
Brzask
Brzegowa
Brzeska
Brzozowa
Brązownicza
Budrysów
Budziszyńska
Bugaj
Bujaka
Bukietowa
Bukowa
Bukszpanowa
Bularnia
Bulwar Czerwieński
Bulwar Inflancki
Bulwar Kurlandzki
Bulwar Lotników Alianckich
Bulwar Podolski
Bulwar Poleski
Bulwar Rodła
Bulwar Tyniecki
Bulwar Wołyński
Bulwarowa
Buraczana
Burgundzka
Bursztynowa
Burzowa
Butrymów
Bułgarska
Bydgoska
Bystra
Bytomska
Bór
Będzińska
Bławatkowa
Błażeja Czepca
Błogosławionej Anieli Salawy
Błogosławionej Franciszki Siedliskiej
Błonie-Beszcz
Błotna
Błotniska
Błękitna
Cechowa
Cedrowa
Cedyńska
Cegielniana
Ceglarska
Celarowska
Celna
Cementowa
Centkiewiczów
Centralna
Cesarska
Chabrowa
Chałupki
Chełmska
Chlebiczna
Chlebowa
Chmieleniec
Chmielna
Chmurna
Chochołowska
Chocimska
Chodnik Hanny
Chodnik Malczewskiego
Chojnicka
Chorzowska
Christo Botewa
Chęcińska
Chłodna
Chłopska
Ciasna
Cicha
Cichociemnych AK
Cichy Kącik
Ciechanowska
Ciechocińska
Ciekowiec
Ciemna
Cienista
Ciepła
Ciepłownicza
Ciesielska
Cieszyńska
Cisowa
Combrowa
Cuplowa
Cygańska
Cypriana Godebskiego
Cypriana Kamila Norwida
Cyryla Ratajskiego
Cystersów
Czajek
Czajna
Czapskich
Czarnochowicka
Czarnogórska
Czarnolaska
Czarnowiejska
Czarodziejska
Czechosłowacka
Czeczeńska
Czeladnicza
Czeremchowa
Czereśniowa
Czerska
Czerwona
Czerwone Maki
Czerwone Maki P+R 02
Czerwonego Kapturka
Czerwonego Prądnika
Czerwony Most
Czesława Boratyńskiego
Czesława Janczarskiego
Czesława Miłosza
Czesława Niemena
Czesława Tańskiego
Czorsztyńska
Czołgistów
Czwartaków
Czysta
Czyżyków
Czyżyny Dworzec
Czyżyńska
Czyżówka
DH Wanda
DK7 -- wariant preferowany przebudowy po estakadzie
Dajwór
Daleka
Daliowa
Danalówka
Daniela Chodowieckiego
Danusi Jurandówny
Darwina
Dawida Altera Kurzmanna
Dekarzy
Deotymy
Dereniowa
Deszczowa
Dezyderego Szymkiewicza
Diabelski Most
Do Fortu
Do Groty
Do Luboni
Do Obserwatorium
Do Przystani
Do Sanktuarium Bożego Miłosierdzia
Do Starorzecza
Do Wilgi
Do Wisły
Dobczycka
Dobiesława Kurozwęckiego
Dobra
Dobrego Pasterza
Dobry Początek
Dojazdowa
Doktora Jana Piltza
Doktora Judyma
Doktora Józefa Babińskiego
Doktora Ludwika Zamenhofa
Doktora Mieczysława Owcy-Orwicza
Doktora Tadeusza Kudlińskiego
Doktora Twardego
Doktora Zygmunta Łuczyńskiego
Dolina
Dolna
Dolnomłyńska
Dolnych Młynów
Dominika Ździebły-Danowskiego
Dominikanów
Dominikańska
Domki
Domowa
Dożynkowa
Drewniana
Droga 100
Droga 102
Droga 111
Droga 150
Droga 210
Droga 211
Droga 260
Droga 261
Droga 262
Droga 270
Droga 300
Droga 350
Droga Rokadowa
Droga do Zamku
Droga nad Białuchą
Drożdżowa
Drożnicka
Drożyna
Drożyska
Druhny Hanki
Drukarska
Druskiennicka
Dróżka
Duchacka
Dukatów
Duża Góra
Dworcowa
Dworcowa 02
Dworna
Dworska
Dworski Ogród
Dworzec Główny Zachód
Dymarek
Dymnik
Działkowa
Działkowicza
Dziedziniec Arkadowy
Dziedziniec Batorego
Dziekanowicka
Dzielna
Dziewanny
Dziewiarzy
Dzikiej Róży
Dąbrowa
Dąbrówki
Dąbska
Dębnicka
Dęboroga
Dębowa
Długa
Eden
Edmunda Biernackiego
Edmunda Krzymuskiego
Edmunda Neussera
Edmunda Wasilewskiego
Edwarda Bzymka-Strzałkowskiego
Edwarda Heila
Edwarda Szymańskiego
Edwarda Warchałowskiego
Edwarda Wittiga
Elbląska
Elikart M Tor gokartowy
Elizy Orzeszkowej
Elżbiety Drużbackiej
Elżbiety Łokietkówny
Emaus
Emila Freege'go
Emila Godlewskiego
Emila Zegadłowicza
Emiliana Czyrniańskiego
Emilii Plater
Emilii Sczanieckiej
Erazma Jerzmanowskiego
Erazma i Stanisława Fabijańskich
Ernesta Cieślewskiego
Ernesta Solvaya
Estakada Generała Tadeusza Rozwadowskiego
Estakada Generała pilota Mateusza Iżyckiego
Estakada Jacka Kaczmarskiego
Estakada Obrońców Lwowa
Estery
Estońska
Estreicherów
Eugenii Umińskiej
Eugeniusza Baziaka
Eugeniusza Eibischa
Eugeniusza Kwiatkowskiego
Eugeniusza Romera
Fabryczna
Facimiech
Falista
Falowa
Familijna
Farmaceutów
Fatimska
Fałęcka
Felicjanek
Feliksa Jasieńskiego
Feliksa Konecznego
Feliksa Kopery
Feliksa Księżarskiego
Feliksa Radwańskiego
Feliksa Szlachtowskiego
Feliksa Wrobela
Ferdynanda Kurasia
Ferdynanda Weigla
Filarecka
Filipa Eisenberga
Filipa Kallimacha
Filipa Pokutyńskiego
Filtrowa
Fiołkowa
Flisacka
Floriana Kotowskiego
Floriana Straszewskiego
Floriańska
Folwarczna
Food Truck Park - Zachodnia 1a
Forteczna
Fosa
Franciszka Bielaka
Franciszka Bohomolca
Franciszka Bujaka
Franciszka Hynka
Franciszka Hypty
Franciszka Karpińskiego
Franciszka Kniaźnina
Franciszka Kowalskiego
Franciszka Kłaka
Franciszka Lei
Franciszka Maryewskiego
Franciszka Niepokólczyckiego
Franciszka Ptaka
Franciszka Pększyca-Grudzińskiego
Franciszka Sapalskiego
Franciszka Stefczyka
Franciszka Twaroga
Franciszka Wężyka
Franciszka Zabłockiego
Franciszkańska
Franka Linke-Crawforda
Fryderyka Chopina
Fryderyka Zolla
Gabriela Narutowicza
Gabriela Słońskiego
Gabrieli Zapolskiej
Gacki
Gaik
Gajowa
Gajowy Marucha
Gajówka
Galaktyczna
Galicyjska
Garbarska
Garncarska
Gazowa
Gdańska
Gdowska
Gdyńska
Gen. Bolesława Roi
Generała Augusta Fieldorfa-Nila
Generała Bernarda Monda
Generała Bohdana Zielińskiego
Generała Bolesława Roi
Generała Bolesława Wieniawy-Długoszowskiego
Generała Feliksa Deli
Generała Franciszka Kleeberga
Generała Franciszka Paszkowskiego
Generała Henryka Kamieńskiego
Generała Ignacego Prądzyńskiego
Generała Jakuba Jasińskiego
Generała Jana Henryka Dąbrowskiego
Generała Jana Karcza
Generała Juliana Filipowicza
Generała Józefa Bema
Generała Józefa Chłopickiego
Generała Józefa Dwernickiego
Generała Józefa Kustronia
Generała Józefa Olszyny-Wilczyńskiego
Generała Józefa Sowińskiego
Generała Józefa Sułkowskiego
Generała Kazimierza Pułaskiego
Generała Leopolda Okulickiego
Generała Ludwika Mierosławskiego
Generała Mariana Kukiela
Generała Michała Karaszewicza-Tokarzewskiego
Generała Mieczysława Boruty-Spiechowicza
Generała Mieczysława Smorawińskiego
Generała Romana Sołtyka
Generała Stanisława Sosabowskiego
Generała Stefana Grota-Roweckiego
Generała Tadeusza Bora-Komorowskiego
Generała Tadeusza Kutrzeby
Generała Tadeusza Pełczyńskiego
Generała Witolda Urbanowicza
Generała Wojciecha Kiwerskiego
Geodetów
Geologów
Gerberowa
Gilowa
Gipsowa
Gliniana
Glinik
Gminna
Gnieźnieńska
Golikówka
Golkowicka
Gontyna
Goplana
Goryczkowa
Gospodarska
Gołaśka
Gołębia
Gościnna
Goździkowa
Grabowa
Gradowa
Gramatyka
Graniczna
Granitowa
Grawerska
Grażyny
Grażyny Bacewiczówny
Grenadierów
Grochowa
Grochowska
Grodzisko
Grodzka
Gromady Grudziąż
Gromadzka
Gronostajowa
Gronowa
Groszkowa
Grunwaldzka
Gryczana
Grzegorza Korzeniaka
Grzegorza z Sanoka
Grzegórzecka
Grzybki
Grąby
Grębałowska
Gumniska
Gustawa Daniłowskiego
Gustawa Ehrenberga
Gustawa Herlinga-Grudzińskiego
Gustawa Morcinka
Gustawa Pokrzywki
Gwarna
Gwieździsta
Gzymsików
Górka Narodowa
Górna
Górników
Górska
Gęsia
Głogowa
Głogowiec
Głogowska
Głębinowa
Głęboka
Habina
Halicka
Haliny Cieślińskiej-Brzeskiej
Halki
Hamernia
Hanny Mortkowicz-Olczakowej
Hansa Christiana Andersena
Harcerska
Harcerzy Krakowskich
Harcmistrza Stanisława Millana
Harcmistrza Stanisława Orszy-Broniewskiego
Harcmistrzów Ady i Ryszarda Stefańskich
Harnasiów
Hektary
Helclów
Heleny
Heleny Chanieckiej
Heleny Marusarzówny
Heleny Modrzejewskiej
Heleny i Leona Patynów
Heligundy
Henryka Arctowskiego
Henryka Barycza
Henryka Brodatego
Henryka Czeczotta
Henryka Flame
Henryka Hoyera
Henryka Kułakowskiego
Henryka Müncha
Henryka Niewodniczańskiego
Henryka Pachońskiego
Henryka Reymana
Henryka Rodakowskiego
Henryka Rowida
Henryka Siemiradzkiego
Henryka Sienkiewicza
Henryka Uziembły
Henryka Wieniawskiego
Henryka i Karola Czeczów
Henryka Świdzińskiego
Herbowa
Hetmana Stanisława Żółkiewskiego
Hetmańska
Hiacyntowa
Hieronima Pinocci
Hieronima Wietora
Horodelska
Hotelarzy
Hołdu Pruskiego
Hoża
Hubalczyków
Huculska
Hufcowa
Hugona Kołłątaja
Husarska
Ignacego Chrzanowskiego
Ignacego Domeyki
Ignacego Grabczaka
Ignacego Jana Paderewskiego
Ignacego Krasickiego
Ignacego Kriegera
Ignacego Mościckiego
Ignacego Sewera-Maciejowskiego
Ignacego Łukasiewicza
Igołomska
Igrców
Imbramowska
Imielna
Inicjatywy Lokalnej
Inicjatywy Lokalnej -- nowy przebieg po przebudowie węzła Kraków Południe
Inspektora Marka Woźniczki
Insurekcji Kościuszkowskiej
Inżyniera Adama Bielańskiego
Ireny Kosmowskiej
Irysowa
Isep
Ivo Andricia
Iwona Odrowąża
Iwonicka
Iwony Borowickiej
Izaaka
Izydora Kopernickiego
Izydora Stella-Sawickiego
Iłowa
Jabłonkowska
Jabłonna
Jabłonowskich
Jacka Augustyna Łopackiego
Jacka Jezierskiego
Jacka Kluszewskiego
Jacka Malczewskiego
Jacka Szarskiego
Jadwigi Majówny
Jadwigi z Łobzowa
Jadźwingów
Jagiellońska
Jagienki
Jagiełka
Jaglana
Jagodowa
Jakuba
Jakuba Bojki
Jakuba Majora
Jakuba Zachemskiego
Jana Aleksandra Gorczyna
Jana Anioły
Jana Brożka
Jana Brzechwy
Jana Buszka
Jana Bułhaka
Jana Chryzostoma Paska
Jana Dekerta
Jana Długosza
Jana Gajocha
Jana Grzecha
Jana Gumowskiego
Jana Gutenberga
Jana Hallera
Jana Heweliusza
Jana Izydora Sztaudyngera
Jana Janowskiego
Jana Kaczary
Jana Kantego Andrusikiewicza
Jana Kantego Federowicza
Jana Kantego Przyzby
Jana Karola Chodkiewicza
Jana Kasprowicza
Jana Kazimierza
Jana Kiepury
Jana Kilińskiego
Jana Kochanowskiego
Jana Korepty
Jana Kozietulskiego
Jana Kremskiego
Jana Krzysztofa Kluka
Jana Kurczaba
Jana Lechonia
Jana Leopolda Tyranowskiego
Jana Maklakiewicza
Jana Miodońskiego
Jana Mosdorfa
Jana Muszyńskiego
Jana Nowaka
Jana Olbrachta
Jana Onufrego Zagłoby
Jana Ostroroga
Jana Palacha
Jana Pawła Woronicza
Jana Pietrusińskiego
"Jana Piwnika ""Ponurego"""
Jana Sabały
Jana Sas-Zubrzyckiego
Jana Sawickiego
Jana Skrzetuskiego
Jana Smolenia
Jana Sobieskiego
Jana Stanisława Bystronia
Jana Stanisławskiego
Jana Stróżeckiego
Jana Studniarskiego
Jana Styki
Jana Surzyckiego
Jana Szastera
Jana Tarnowskiego
Jana XXIII
Jana Zamoyskiego
Jana Zygmunta Robla
Jana i Józefa Kotlarczyków
Jana i Jędrzeja Śniadeckich
Jana Łazarskiego
Janasówka
Janiny Porazińskiej
Janosika
Janowa Wola
Jantarowa
Janusza Korczaka
Janusza Kusocińskiego
Janusza Meissnera
Janusza Supniewskiego
Jar
Jarosława Dolińskiego
Jarosława Iwaszkiewicza
Jarosławska
Jarzynowa
Jarzębinowa
Jarzębiny
Jasełkowa
Jasia i Małgosi
Jasielska
Jaskrowa
Jaskółcza
Jasna
Jasnogórska
Jastrzębia
Jaworowa
Jaxy Gryfity
Jazowa
Jałowcowa
Jaśminowa
Jeleniogórska
Jeleniowa
Jemiołowa
Jemiołuszek
Jeremiego Wiśniowieckiego
Jerozolimska
Jerzego Bajana
Jerzego Dobrzyckiego
Jerzego Fedkowicza
Jerzego Giedroycia
Jerzego Harasymowicza
Jerzego Jurowicza
Jerzego Korohody
Jerzego Kuryłowicza
Jerzego Lande
Jerzego Potrzebowskiego
Jerzego Samuela Bandtkiego
Jerzego Smoleńskiego
Jerzego Szablowskiego
Jerzego Szajnowicza-Iwanowa
Jerzego Turowicza
Jerzego Zawieyskiego
Jerzego Żuławskiego
Jesienna
Jesionowa
Jeziorany
Jeziorko
Jezuitów
Jeździecka
Jeżynowa
Jeżów
Jodłowa
Jonatana Warszauera
Jontkowa Górka
Jordanowska
Josepha Conrada
Jubileuszowa
Jugowicka
Juliana Dunajewskiego
Juliana Fałata
Juliana Goslara
Juliana Konstantego Ordona
Juliana Przybosia
Juliana Tokarskiego
Juliana Tuwima
Juliana Ursyna Niemcewicza
Julii Nenko
Juliusza Kadena-Bandrowskiego
Juliusza Kleinera
Juliusza Lea
Juliusza Osterwy
Junacka
Jurajska
Juranda ze Spychowa
Jurka Bitschana
Justowska
Jutrzenka
Jutrzyńska
Józefa
Józefa Becka
Józefa Bellerta
Józefa Bogusza
Józefa Brodowicza
Józefa Chełmońskiego
Józefa Chełmońskiego - Deptak
Józefa Czajkowskiego
Józefa Dietla
Józefa Elsnera
Józefa Friedleina
Józefa Gałęzowskiego
Józefa Grzesiaka
Józefa Herzoga
Józefa Ignacego Kraszewskiego
Józefa Kałuży
Józefa Korzeniowskiego
Józefa Kostrzewskiego
Józefa Krasnowolskiego
Józefa Leopolda Kmietowicza
Józefa Mackiewicza
Józefa Marcika
Józefa Mehoffera
Józefa Montwiłła-Mireckiego
Józefa Morozewicza
Józefa Narzymskiego
Józefa Ostafina
Józefa Pankiewicza
Józefa Rostafińskiego
Józefa Rzebika
Józefa Sarego
Józefa Sawy-Calińskiego
Józefa Stępnia
Józefa Szujskiego
Józefa Turbasy
Józefa Unruga
Józefa Warszewicza
Józefa Wybickiego
Józefa i Floriana Sawiczewskich
Józefa Łepkowskiego
Józefa Łobodowskiego
Józefitów
Józefińska
Jęczmienna
Jędrny Jędruś
Kabel 04
Kacza
Kaczeńcowa
Kaczorówka
Kadecka
Kadrówki
Kaimska
Kajetana Koźmiana
Kajetana Stefanowicza
Kaktusowa
Kalinowa
Kaliska
Kalwaryjska
Kalwińska
Kamedulska
Kameliowa
Kameralna
Kamieniarska
Kamieniecka
Kamienna
Kamionka
Kanarkowa
Kanonicza
Kanonierów
Kantorowicka
Kapelanka
Kapucyńska
Karasiówka
Karmelicka
Karola Bogdanowicza
Karola Bunscha
Karola Darwina
Karola Frycza
Karola Homolacsa
Karola Irzykowskiego
Karola Knausa
Karola Kurpińskiego
Karola Olszewskiego
Karola Popiela
Karola Rollego
Karola Szczerbińskiego
Karola Szymanowskiego
Karola i Jerzego Drozdowskich
Karola Łowińskiego
Karowa
Karpacka
Kaspra Bażanki
Kaspra Żelechowskiego
Kasztelańska
Kaszubska
Katowicka
Kawiarnia
Kawiory
Kawowa
Kazimierza Brodzińskiego
Kazimierza Chałupnika
Kazimierza Czapińskiego
Kazimierza Herwina-Piątka
Kazimierza Jagiellończyka
Kazimierza Kierzkowskiego
Kazimierza Kordylewskiego
Kazimierza Kostaneckiego
Kazimierza Morawskiego
Kazimierza Moszyńskiego
Kazimierza Nitscha
Kazimierza Odnowiciela
Kazimierza Pochwalskiego
Kazimierza Pużaka
Kazimierza Siemienowicza
Kazimierza Sosnkowskiego
Kazimierza Sprawiedliwego
Kazimierza Waltera
Kazimierza Wielkiego
Kazimierza Wierzyńskiego
Kazimierza Wyki
Kazimierza Wyżgi
Ketlinga
Kici Kici
Kiejstuta Żemaitisa
Kielecka
Kijanki
Klasztorna
Klemensa Bąkowskiego
Klemensa Janickiego
Klemensa Junoszy Szaniawskiego
Klemensa z Ruszczy
Klementyny Hoffmanowej
Klimastrasse
Klimka Bachledy
Kliniec
Klonowa
Kluczborska
Kmieca
Kminkowa
Kobierzyńska
Kocmyrzowska
Kogucia
Kokosowa
Kokotowska
Kolarzy
Kolejarzy
Kolejowa
Koletek
Kolista
Kolna
Kolonijna
Kolędnicza
Komandora Bohdana Wrońskiego
Komandosów
Komasy
Kombinat
Kompozytorów
Komuny Paryskiej
Koncepcja budowy ścieżki rowerowej przez Las Borkowski
Koncepcja przedłużenia kładki nad stacją Kraków Bonarka
Konfederacka
Konopna
Konrada Srzednickiego
Konrada Wallenroda
Konstantego Brandla
Konstantego Ciołkowskiego
Konstantego Ildefonsa Gałczyńskiego
Konstantego Jelskiego
Konstantego Krumłowskiego
Konstantego Laszczki
Konwaliowa
Konwisarzy
Kopalina
Kopaniec
Kopiec Krakusa
Koprowa
Koralowa
Kordiana
Kormoranów
Kornela Makuszyńskiego
Kornela Ujejskiego
Korona 01
Korony Polskiej
Kosiarzy
Kosocicka
Kostrzecka
Kosynierów
Koszalińska
Koszarówka
Koszutki
Koszykarska
Kosów
Kotlarska
Kotówka
Kowalska
Kozia
Koziarówka
Kozienicka
Kołaczy
Koło Białuchy
Koło Strzelnicy
Kołobrzeska
Kołodziejska
Kołowa
Kościelna
Kościelnicka
Kościuszkowców
Koźlarska
Krajobrazowa
Kraka
Krakowiaków
Krakowska
Krakusa
Krakusów
Krasowa
Krawiecka
Krańcowa
Kredowa
Kremerowska
Kresowa
Krochmalniki
Krokusowa
Kronikarza Galla
Krowoderska
Krowoderskich Zuchów
Krośnieńska
Krucza
Krupnicza
Kruszwicka
Krymska
Kryniczna
Krystyna z Ostrowa
Krzemieniecka
Krzemionki
Krzesławicka
Krzewowa
Krzyszkowicka
Krzysztofa Kamila Baczyńskiego
Krzywa
Krzywda
Krzywy Zaułek
Krzyżowa
Krzyżtoporska
Krzyżówka
Królewska
Królowej Bony
Królowej Jadwigi
Królowej Marysieńki
Królówka
Krótka
Kręta
Ksawerego Pruszyńskiego
Księcia Józefa
Księdza Adama Zięby
Księdza Adolfa Chojnackiego
Księdza Adolfa Zagrodzkiego
Księdza Biskupa Władysława Bandurskiego
Księdza Ferdynanda Machaya
Księdza Franciszka Blachnickiego
Księdza Franciszka Dźwigońskiego
Księdza Franciszka Maja
Księdza Franciszka Trockiego
Księdza Ignacego Jana Skorupki
Księdza Ignacego Stoszki
Księdza Jakuba Wujka
Księdza Jana Hyca
Księdza Jana Kusia
Księdza Jerzego Popiełuszki
Księdza Józefa Kurzei
Księdza Józefa Meiera
Księdza Józefa Tischnera
Księdza Józefa Zastawniaka
Księdza Karola Targosza
Księdza Kazimierza Figlewicza
Księdza Kazimierza Jancarza
Księdza Kazimierza Siemaszki
Księdza Mariana Luzara
Księdza Mikołaja Kuczkowskiego
Księdza Piotra Skargi
Księdza Piotra Ściegiennego
Księdza Prałata Mariana Łaczka
Księdza Prymasa Stefana Wyszyńskiego
Księdza Stanisława Truszkowskiego
Księdza Stefana Mazanka
Księdza Stefana Pawlickiego
Księdza Wincentego Turka
Księdza Wojciecha Karabuły
Księdza Władysława Dercza
Księdza Władysława Gurgacza
Księdza Władysława Kajzera
Księdza Władysława Mączyńskiego
Księdza Zygmunta Kaczyńskiego
Księdza kardynała Adama Stefana Sapiehy
Księżycowa
Ku Raciborowicom
Kubusia Puchatka
Kujawska
Kukiełek Golkowickich
Kukułcza
Kupa
Kupały
Kurkowa
Kurniki
Kuśnierska
Kuźnicy Kołłątajowskiej
Kuźnicza
Kwartowa
Kwatery
Kwatery Boczne
Kwiatowa
Kwiatów Polskich
Kwiecista
Kwietna
Kącik
Kąkolowa
Kąpielowa
Kąt
Kątowa
Kędzierzyńska
Kępna
Kępska
Kłodzka
Kłosowa
Kłuszyńska
Kłuszyńska --  -- nowy przebieg po przebudowie węzła Kraków Południe
Lajkonika
Lanckorońska
Lasek
Laskowa
Lasogórska
Lasowisko
Lasówka
Laudańska
Laurowa
Lawendowa
Lazurowa
Lecha
Lechicka
Lecznicza
Legendy
Legionów
Legionów Józefa Piłsudskiego
Legnicka
Lekarska
Leona Chwistka
Leona Henryka Sternbacha
Leona Misiołka
Leona Petrażyckiego
Leona Tochowicza
Leona Wachholza
Leona Wyczółkowskiego
Leona Ślósarczyka
Leonida Teligi
Leopolda Flanka
Leopolda Lisa-Kuli
Leopolda Staffa
Leopolda Śliwy
Lesista
Leszczynowa
Leszka Białego
Leszka Czarnego
Letnia
Lewkowa
Leśna
Libertowska
Librowszczyzna
Liliowa
Lilli Wenedy
Lipowa
Lipska
Lipska 06
Lirników
Liryczna
Lisia
Litawora
Litewska
Liściasta
Lniana
Longinusa Podbipięty
Loretańska
Lotnicza
Lubelska
Lubicz
Lubicz 03
Lublańska
Lubocka
Luborzycka
Lubostroń
Lubuska
Luciany Frassati-Gawrońskiej
Lucjana Rydla
Lucjana Siemieńskiego
Ludmiły Korbutowej
Ludomira Benedyktowicza
Ludomira Różyckiego
Ludomiła Korczyńskiego
Ludowa
Ludwika Bierkowskiego
Ludwika Gardowskiego
Ludwika Hieronima Morstina
Ludwika Idzikowskiego
Ludwika Iwaszki
Ludwika Jędrzejczyka
Ludwika Krzywickiego
